Month,Temperature_C,Humidity_PRC,Leaf_Wetness_Hr,Rainfall_mm,Wind_Speed_ms,UV_Index,Light_Intensity_Lux,Disease_Type
6,23.44,93.74,7.28,3.89,1.41,4.0,6458.0,Cedar Apple Rust
11,40.0,17.95,0.49,0.72,0.78,9.2,21928.0,Healthy
8,19.46,81.6,2.26,2.79,3.03,9.9,11245.0,Healthy
7,23.34,65.67,1.22,0.47,5.44,4.4,17430.0,Powdery Mildew
5,25.93,76.05,4.95,3.76,1.38,4.7,10049.0,Fire Blight
4,19.07,95.71,10.52,8.12,1.45,2.8,500.0,Cedar Apple Rust
6,13.04,90.43,11.86,1.34,4.6,3.7,13489.0,Apple Scab
9,30.48,94.83,12.16,0.45,3.49,7.2,15286.0,Alternaria
9,26.54,88.13,14.47,2.29,5.92,5.0,10606.0,Alternaria
7,29.95,91.63,12.29,2.1,1.78,8.5,13185.0,Alternaria
4,24.58,81.88,4.92,3.13,5.8,3.9,11484.0,Fire Blight
6,22.47,80.72,1.2,0.35,3.81,4.2,15492.0,Powdery Mildew
4,18.93,82.03,8.38,0.52,1.53,6.1,16774.0,Fire Blight
4,22.86,79.41,5.19,3.65,1.09,4.4,9412.0,Fire Blight
7,18.31,77.05,1.91,0.84,0.88,4.0,15764.0,Powdery Mildew
6,14.55,91.51,9.67,4.62,0.97,2.5,6506.0,Apple Scab
9,27.37,85.5,1.25,2.89,3.84,5.1,9151.0,Healthy
5,24.98,84.99,3.86,2.31,4.27,6.8,13087.0,Fire Blight
4,29.05,78.37,2.97,1.89,2.26,4.2,15252.0,Fire Blight
4,20.49,91.29,4.51,2.61,2.77,5.0,9229.0,Fire Blight
5,13.74,83.26,9.2,0.83,4.89,2.0,15340.0,Apple Scab
1,21.83,76.81,0.12,0.91,4.7,9.6,17424.0,Healthy
4,16.06,86.16,7.39,6.82,5.62,2.0,2923.0,Apple Scab
7,23.65,90.38,10.9,1.04,2.37,7.0,13931.0,Alternaria
5,19.81,62.33,0.05,0.75,2.42,2.6,18253.0,Powdery Mildew
6,22.69,90.53,11.97,4.18,3.55,3.8,7389.0,Cedar Apple Rust
5,26.06,82.92,2.16,3.46,1.48,6.6,10580.0,Fire Blight
9,28.07,90.18,10.38,0.83,3.31,7.6,14609.0,Alternaria
2,1.52,49.12,1.61,0.12,5.93,3.2,20684.0,Healthy
5,18.11,45.15,0.18,1.58,5.59,4.6,17397.0,Healthy
9,21.34,88.82,13.24,2.74,4.21,7.0,11896.0,Alternaria
6,18.35,95.12,8.83,2.85,5.88,2.8,8689.0,Cedar Apple Rust
4,23.59,89.38,1.73,3.62,2.13,3.0,10650.0,Fire Blight
6,17.48,93.97,8.26,7.41,5.83,2.2,2353.0,Cedar Apple Rust
4,12.59,35.71,1.48,0.11,5.23,7.1,19613.0,Healthy
9,23.6,49.65,0.57,0.16,2.73,6.0,20296.0,Healthy
4,25.96,88.45,6.56,3.1,0.69,6.3,11454.0,Fire Blight
6,27.95,94.87,9.67,1.44,4.37,7.1,12705.0,Alternaria
5,26.4,86.48,5.86,3.07,3.61,4.8,8389.0,Fire Blight
6,21.39,94.42,6.08,4.68,2.02,3.8,8007.0,Cedar Apple Rust
5,16.95,78.66,7.71,2.75,3.24,6.6,10727.0,Fire Blight
6,26.9,89.66,7.09,2.05,2.38,5.8,11158.0,Alternaria
5,24.26,81.77,7.68,2.77,5.45,5.1,12118.0,Fire Blight
5,14.98,90.53,9.13,2.15,5.79,3.2,13095.0,Apple Scab
5,19.62,92.97,10.11,4.76,0.59,4.0,6457.0,Cedar Apple Rust
8,13.12,47.41,0.77,0.68,2.32,2.4,18775.0,Healthy
5,20.59,98.53,10.74,6.83,1.23,1.4,2833.0,Cedar Apple Rust
6,24.4,59.23,0.61,0.67,4.12,6.0,17255.0,Powdery Mildew
9,26.22,89.92,8.37,2.26,4.2,5.4,9545.0,Alternaria
4,23.27,85.03,1.11,1.83,1.14,3.1,12337.0,Fire Blight
4,20.94,95.79,5.8,4.75,0.83,3.5,6654.0,Cedar Apple Rust
6,27.19,82.01,14.85,2.84,4.62,7.7,11390.0,Alternaria
8,28.03,67.59,0.37,0.61,5.38,4.2,16466.0,Powdery Mildew
4,26.28,77.59,6.49,1.77,5.14,3.4,14748.0,Fire Blight
5,20.54,91.18,5.93,7.95,5.18,1.7,500.0,Cedar Apple Rust
7,24.91,73.88,1.52,0.38,4.42,3.0,15801.0,Powdery Mildew
4,27.97,83.41,4.57,2.0,1.83,5.3,14592.0,Fire Blight
4,20.69,93.37,8.2,3.7,3.31,1.4,7567.0,Cedar Apple Rust
4,21.82,92.81,6.53,0.58,5.93,5.0,14316.0,Fire Blight
6,12.93,90.01,11.99,1.67,0.84,2.0,12720.0,Apple Scab
9,22.81,86.18,11.79,2.9,3.15,5.6,10431.0,Alternaria
4,20.91,86.03,6.1,3.72,1.74,4.2,8237.0,Fire Blight
9,19.22,77.07,12.96,0.17,2.35,6.8,17304.0,Alternaria
6,22.21,44.85,1.54,0.18,2.68,6.0,21939.0,Healthy
9,25.3,93.14,10.04,1.07,2.25,8.8,14193.0,Alternaria
6,27.6,86.14,4.6,1.26,3.25,8.4,15877.0,Alternaria
4,22.3,94.49,5.27,7.01,3.12,2.3,2326.0,Cedar Apple Rust
8,20.07,68.66,0.31,0.89,3.91,7.2,16433.0,Healthy
6,22.13,67.19,1.96,0.63,1.32,2.2,16097.0,Powdery Mildew
5,17.06,96.6,10.62,1.88,5.92,1.0,12861.0,Cedar Apple Rust
5,18.47,94.29,10.73,5.88,4.09,1.8,3174.0,Cedar Apple Rust
7,25.8,89.63,9.15,2.84,5.68,6.2,10785.0,Alternaria
4,14.33,84.18,13.66,10.04,2.76,1.3,500.0,Apple Scab
7,26.49,85.06,17.52,0.86,2.42,6.4,15392.0,Alternaria
5,20.51,68.31,2.0,0.28,1.37,3.2,16952.0,Powdery Mildew
1,2.94,61.96,1.47,2.66,0.69,2.6,12795.0,Healthy
5,23.5,66.36,1.58,0.47,2.94,4.8,17481.0,Powdery Mildew
2,8.49,56.06,1.15,2.76,4.7,5.1,13767.0,Healthy
5,24.63,91.83,9.15,2.48,2.06,3.8,13043.0,Fire Blight
4,24.11,88.9,7.35,1.59,1.12,4.8,13231.0,Fire Blight
4,9.89,28.07,2.56,0.12,4.68,8.1,22989.0,Healthy
6,24.6,86.36,11.22,0.87,4.89,8.6,15449.0,Alternaria
4,25.08,84.66,6.26,1.1,5.01,3.2,13270.0,Fire Blight
8,21.23,69.35,0.14,0.42,3.67,5.5,16737.0,Powdery Mildew
5,18.45,95.44,9.36,5.15,4.62,2.8,4432.0,Cedar Apple Rust
5,22.15,93.72,6.11,1.0,3.81,3.7,13931.0,Fire Blight
9,10.44,33.92,2.79,0.37,3.63,4.5,21558.0,Healthy
6,29.73,89.53,10.74,1.6,1.98,6.6,13267.0,Alternaria
8,16.4,42.94,0.62,0.95,3.32,3.4,19143.0,Powdery Mildew
7,29.08,85.0,11.82,2.8,0.55,7.0,10064.0,Alternaria
7,23.13,78.05,0.62,0.82,1.53,2.9,17392.0,Powdery Mildew
6,21.59,95.95,10.54,6.13,3.5,2.6,4018.0,Cedar Apple Rust
6,19.65,73.16,1.77,0.03,1.16,3.1,17053.0,Powdery Mildew
7,25.81,65.26,1.95,0.59,3.24,3.9,18004.0,Powdery Mildew
6,19.62,98.34,8.93,4.63,4.23,3.7,6200.0,Cedar Apple Rust
5,18.64,95.75,8.18,1.58,3.29,4.7,11722.0,Fire Blight
12,10.92,29.57,1.38,0.09,2.13,6.2,20875.0,Healthy
7,10.28,38.01,0.82,1.24,3.75,2.1,19038.0,Healthy
5,16.76,92.68,8.4,3.94,3.84,2.0,7906.0,Cedar Apple Rust
6,4.96,59.99,0.93,1.94,5.7,6.4,14495.0,Healthy
1,21.99,45.91,0.44,1.06,1.92,2.8,15441.0,Healthy
7,33.3,90.8,11.33,0.65,0.51,7.4,14631.0,Alternaria
6,28.22,90.75,13.99,0.15,5.91,8.8,15613.0,Alternaria
1,6.15,46.04,0.86,2.21,5.52,4.6,15285.0,Healthy
4,9.76,86.24,8.23,9.69,3.74,3.4,500.0,Apple Scab
4,19.61,96.59,10.21,4.03,5.28,1.6,6334.0,Cedar Apple Rust
4,19.57,87.95,4.95,1.71,2.31,4.4,12138.0,Fire Blight
5,20.29,79.3,5.71,0.82,3.84,5.5,16134.0,Fire Blight
10,4.64,66.46,0.99,1.32,4.89,3.4,15077.0,Healthy
6,16.94,79.78,0.77,0.65,4.38,4.8,15824.0,Powdery Mildew
6,22.07,67.12,0.61,0.94,2.76,5.5,15510.0,Powdery Mildew
7,26.65,90.3,10.87,2.97,2.33,6.3,8900.0,Alternaria
5,24.61,91.27,4.26,2.41,0.99,3.3,11014.0,Fire Blight
5,24.02,80.83,5.21,2.3,0.99,5.7,12999.0,Fire Blight
4,27.2,54.26,1.26,1.52,5.4,4.0,15646.0,Healthy
5,25.28,71.26,1.86,0.89,4.54,2.9,16862.0,Powdery Mildew
5,17.92,76.62,7.02,3.21,5.22,6.8,11099.0,Fire Blight
5,28.31,85.56,2.9,0.5,2.01,3.7,16348.0,Fire Blight
5,21.71,72.33,1.98,0.06,5.1,4.5,16764.0,Powdery Mildew
6,21.64,85.27,1.02,0.24,0.6,4.7,15164.0,Powdery Mildew
5,30.29,87.4,3.74,1.48,4.57,4.2,12453.0,Fire Blight
4,22.08,84.66,9.89,1.12,3.8,6.9,15889.0,Fire Blight
5,20.25,67.55,0.77,0.96,3.09,3.5,16183.0,Powdery Mildew
4,20.81,93.41,5.74,7.66,2.83,2.3,500.0,Cedar Apple Rust
8,26.04,92.97,11.82,0.39,0.74,8.1,15786.0,Alternaria
5,23.39,64.39,0.86,0.92,2.98,5.1,16410.0,Powdery Mildew
7,19.27,71.59,0.21,0.04,1.65,2.0,18317.0,Powdery Mildew
5,27.45,81.77,1.46,3.66,4.11,4.4,9097.0,Fire Blight
4,16.58,88.27,9.57,1.87,6.0,3.0,13061.0,Apple Scab
5,23.09,90.34,5.7,3.98,2.81,6.8,8472.0,Fire Blight
9,24.36,92.62,11.19,1.3,4.29,6.3,13620.0,Alternaria
7,24.45,66.08,0.81,0.05,3.33,3.2,17102.0,Powdery Mildew
5,18.05,79.25,5.99,1.12,2.96,5.4,15779.0,Fire Blight
5,24.77,75.72,3.5,0.96,5.37,3.3,14488.0,Fire Blight
4,26.27,87.08,3.13,2.63,4.34,4.9,11202.0,Fire Blight
5,20.4,76.21,0.89,0.08,3.77,5.1,17299.0,Powdery Mildew
9,12.75,50.66,0.52,0.41,1.7,2.1,19018.0,Healthy
6,21.61,95.81,7.64,5.39,3.47,2.4,6260.0,Cedar Apple Rust
6,24.82,94.81,5.73,8.49,5.84,3.1,856.0,Cedar Apple Rust
6,20.4,95.74,6.46,3.88,5.49,3.1,7319.0,Cedar Apple Rust
8,27.73,87.6,4.73,1.66,5.92,7.2,13785.0,Alternaria
6,18.78,62.84,1.83,0.84,1.12,5.1,16334.0,Powdery Mildew
6,16.13,89.51,11.55,4.81,3.05,3.7,6095.0,Apple Scab
10,4.2,47.52,1.3,0.44,4.34,9.8,19128.0,Healthy
5,31.71,75.35,0.94,0.59,2.16,4.8,15743.0,Powdery Mildew
6,19.55,95.22,7.81,2.93,1.83,2.2,9168.0,Cedar Apple Rust
5,19.89,95.22,8.06,7.31,5.92,3.5,500.0,Cedar Apple Rust
1,39.86,63.07,2.49,2.45,3.64,7.2,14387.0,Healthy
4,24.06,85.95,6.7,1.69,4.01,5.3,14125.0,Fire Blight
2,28.3,36.43,0.44,1.21,3.69,9.6,18356.0,Healthy
7,29.44,89.73,11.09,2.36,1.93,6.8,10555.0,Alternaria
6,23.32,78.92,13.92,2.6,3.84,7.1,12889.0,Alternaria
9,28.74,89.08,14.44,1.63,3.6,6.7,12158.0,Alternaria
7,28.22,81.82,1.72,0.96,3.35,5.6,15263.0,Powdery Mildew
10,25.68,44.22,0.93,0.83,2.85,5.6,18670.0,Healthy
6,15.66,73.98,0.04,0.91,0.64,3.5,15258.0,Powdery Mildew
7,19.58,64.77,1.81,0.85,3.3,2.9,17698.0,Powdery Mildew
4,23.62,84.8,2.64,1.28,1.33,5.3,14664.0,Fire Blight
4,12.73,85.57,8.12,5.02,5.55,3.7,7758.0,Apple Scab
4,15.0,85.77,12.11,3.11,3.85,2.2,9705.0,Apple Scab
5,21.51,93.93,6.34,3.62,2.91,1.9,6488.0,Cedar Apple Rust
5,24.05,89.18,3.78,3.49,1.05,3.9,10423.0,Fire Blight
8,20.48,67.97,0.95,0.81,1.09,3.4,18653.0,Powdery Mildew
4,17.42,98.45,10.53,4.5,4.38,2.4,7113.0,Cedar Apple Rust
7,21.41,74.82,1.85,0.95,5.1,4.6,15216.0,Powdery Mildew
10,-3.22,68.72,0.15,0.43,5.55,8.8,17019.0,Healthy
9,26.87,84.0,14.37,1.27,2.41,6.2,14377.0,Alternaria
8,25.12,87.61,12.44,0.0,3.78,7.6,17357.0,Alternaria
5,19.56,97.78,3.48,5.79,5.1,1.1,4174.0,Cedar Apple Rust
3,7.12,50.94,1.98,0.93,3.26,4.4,17984.0,Healthy
5,20.07,70.01,1.8,0.47,3.22,5.0,15083.0,Powdery Mildew
5,20.38,96.76,5.13,6.98,4.91,1.8,1288.0,Cedar Apple Rust
5,20.24,84.76,3.6,0.66,1.74,3.5,14034.0,Fire Blight
5,13.21,90.82,6.64,8.64,3.16,1.7,500.0,Apple Scab
5,27.0,80.59,7.27,2.97,1.35,5.2,11859.0,Fire Blight
5,16.42,85.35,10.31,3.58,4.57,2.8,10367.0,Apple Scab
5,11.07,84.45,8.23,0.39,4.55,2.5,16003.0,Apple Scab
4,15.6,84.23,12.58,5.73,1.05,3.7,5634.0,Apple Scab
9,28.4,93.56,17.26,1.01,4.75,7.6,13122.0,Alternaria
9,23.49,42.93,2.43,1.87,4.97,7.3,16672.0,Healthy
8,26.76,95.63,13.63,1.56,1.71,5.6,13615.0,Alternaria
4,15.09,86.79,14.0,2.84,2.0,2.6,11817.0,Apple Scab
6,24.0,76.83,0.46,0.01,1.78,4.4,20671.0,Powdery Mildew
8,20.09,82.64,10.58,0.34,1.33,7.9,15087.0,Alternaria
5,22.4,94.41,13.43,6.33,4.26,1.8,2796.0,Cedar Apple Rust
4,21.14,94.44,8.94,3.73,3.02,2.5,8244.0,Cedar Apple Rust
8,26.24,63.19,1.81,0.34,4.77,2.7,17981.0,Powdery Mildew
11,16.93,51.03,1.54,0.62,5.19,7.9,17968.0,Healthy
5,16.42,95.18,3.72,7.13,2.63,1.5,500.0,Cedar Apple Rust
6,22.03,73.29,0.01,0.49,3.37,5.4,16343.0,Powdery Mildew
3,18.47,55.05,1.44,0.26,1.19,3.9,20654.0,Healthy
4,18.58,93.54,7.94,4.93,1.58,2.0,5348.0,Cedar Apple Rust
7,27.65,49.48,1.97,0.26,2.63,2.2,18147.0,Powdery Mildew
6,21.1,97.51,9.56,5.3,5.55,2.1,5128.0,Cedar Apple Rust
8,28.02,64.9,0.57,0.74,5.17,2.6,16236.0,Powdery Mildew
4,25.29,75.45,8.93,2.78,3.41,4.9,12042.0,Fire Blight
6,28.91,94.81,9.31,1.7,1.2,6.4,12955.0,Alternaria
7,26.92,87.29,9.6,2.95,1.37,7.2,9467.0,Alternaria
4,12.95,91.69,9.05,3.09,5.79,3.8,9803.0,Apple Scab
8,26.66,86.49,13.83,2.66,2.79,6.5,10409.0,Alternaria
11,17.79,64.83,1.74,0.09,1.96,4.3,17447.0,Healthy
6,15.88,16.37,0.14,0.66,4.57,3.9,21535.0,Healthy
6,16.68,85.75,8.29,4.75,1.09,2.2,7319.0,Apple Scab
4,19.71,92.41,7.79,4.72,4.48,2.4,6319.0,Cedar Apple Rust
4,17.13,50.31,0.86,0.7,4.1,8.0,17287.0,Healthy
4,24.03,88.11,7.13,2.42,2.64,5.0,11851.0,Fire Blight
4,22.96,86.0,5.2,1.95,1.2,3.7,12536.0,Fire Blight
6,21.13,94.45,4.77,4.86,4.93,1.5,6192.0,Cedar Apple Rust
8,22.57,87.34,1.76,0.25,5.5,5.0,15203.0,Powdery Mildew
5,16.21,30.0,2.14,1.21,4.23,5.2,21283.0,Healthy
4,9.55,38.08,2.71,1.23,5.75,3.8,19321.0,Healthy
5,21.43,94.59,8.33,4.13,1.83,3.9,7117.0,Cedar Apple Rust
6,15.24,98.45,7.8,5.78,1.76,2.1,4321.0,Cedar Apple Rust
9,30.33,85.05,9.1,1.85,4.05,7.2,13406.0,Alternaria
8,20.75,85.29,0.94,0.1,5.79,2.3,17316.0,Powdery Mildew
8,24.8,27.66,1.62,0.87,3.62,2.3,20434.0,Healthy
6,17.74,90.41,13.22,3.97,1.0,2.7,9287.0,Apple Scab
8,25.31,88.17,10.0,2.9,1.63,7.8,12324.0,Alternaria
4,19.02,94.12,7.0,7.88,5.35,2.1,1563.0,Cedar Apple Rust
9,25.12,88.03,13.6,2.51,1.7,7.2,11826.0,Alternaria
4,21.2,94.64,9.2,6.79,4.29,1.2,3874.0,Cedar Apple Rust
7,10.88,69.99,0.46,1.99,3.53,6.6,13973.0,Healthy
6,19.04,94.45,9.92,0.0,2.04,2.0,16129.0,Cedar Apple Rust
6,32.88,92.0,11.32,1.88,3.55,6.2,10962.0,Alternaria
4,14.89,88.57,6.51,2.42,5.92,3.6,11668.0,Apple Scab
5,17.37,95.12,5.88,2.3,3.54,3.8,12413.0,Cedar Apple Rust
8,22.48,62.36,1.68,3.77,1.79,9.7,10607.0,Healthy
6,12.6,91.64,13.98,6.69,4.52,2.3,2840.0,Apple Scab
5,15.94,91.97,9.28,7.07,1.7,2.6,605.0,Apple Scab
2,11.48,43.01,0.84,1.77,4.84,3.9,18297.0,Healthy
6,23.13,89.08,13.75,0.65,4.38,8.1,14260.0,Alternaria
5,21.44,94.63,7.8,3.83,4.04,2.6,8855.0,Cedar Apple Rust
7,23.51,67.01,1.21,0.61,5.82,3.9,19036.0,Powdery Mildew
8,27.34,61.06,1.93,0.7,1.33,3.8,18132.0,Powdery Mildew
2,21.57,37.65,2.44,0.09,0.86,3.2,22183.0,Healthy
5,19.18,98.31,5.83,6.23,2.12,1.8,2671.0,Cedar Apple Rust
5,25.77,84.43,7.08,1.09,2.81,5.9,15034.0,Fire Blight
5,22.56,81.74,1.47,3.78,0.53,5.3,10993.0,Fire Blight
6,13.24,91.55,10.64,3.63,0.65,1.3,8108.0,Apple Scab
7,36.79,49.99,2.28,1.35,4.02,6.0,18100.0,Healthy
9,27.56,86.06,7.79,0.2,4.89,7.6,15990.0,Alternaria
6,23.69,84.86,0.97,0.88,3.95,3.4,14213.0,Powdery Mildew
6,13.31,98.49,7.07,1.64,0.68,2.4,11149.0,Apple Scab
12,5.65,58.96,0.93,1.11,5.68,4.3,16943.0,Healthy
5,23.23,93.79,9.69,0.28,4.86,2.5,15393.0,Cedar Apple Rust
8,25.48,78.25,0.09,0.07,2.18,4.8,17210.0,Powdery Mildew
6,16.55,88.34,8.01,3.12,5.75,3.0,8840.0,Apple Scab
5,13.93,88.99,7.91,1.74,5.52,2.7,12916.0,Apple Scab
8,15.04,73.13,2.32,0.53,5.7,6.6,16723.0,Healthy
7,27.86,83.9,13.31,0.75,0.8,6.9,15452.0,Alternaria
5,22.74,85.68,1.9,1.81,5.58,6.6,13143.0,Fire Blight
5,15.56,44.93,0.92,0.2,1.61,2.7,19985.0,Healthy
5,26.01,66.36,0.15,0.26,2.94,2.1,16256.0,Powdery Mildew
9,23.69,87.91,12.15,1.24,3.84,6.5,13322.0,Alternaria
6,18.28,68.89,0.1,0.26,2.52,4.2,16838.0,Powdery Mildew
5,20.0,81.85,8.32,2.03,2.77,5.5,11461.0,Fire Blight
4,18.09,93.41,7.71,8.82,4.25,4.0,500.0,Cedar Apple Rust
5,23.37,79.8,4.38,0.59,1.13,5.2,16292.0,Fire Blight
10,12.23,71.3,2.33,1.28,0.64,2.4,15374.0,Healthy
4,15.59,90.35,9.7,1.46,5.43,1.6,12085.0,Apple Scab
5,23.29,72.61,1.26,0.15,3.42,2.1,17905.0,Powdery Mildew
6,18.13,94.05,5.83,4.32,2.18,2.7,7603.0,Cedar Apple Rust
4,19.68,94.75,9.64,5.56,5.1,1.0,2637.0,Cedar Apple Rust
5,30.4,81.01,5.55,2.98,4.96,5.6,12375.0,Fire Blight
4,29.5,87.92,2.12,2.39,0.56,4.8,11842.0,Fire Blight
8,27.97,85.78,13.86,1.18,4.21,6.8,14412.0,Alternaria
1,14.85,55.51,0.99,0.91,0.69,4.2,17361.0,Healthy
8,20.74,87.41,12.33,0.28,1.81,6.0,14209.0,Alternaria
6,20.86,94.09,8.61,4.55,1.47,2.7,6741.0,Cedar Apple Rust
4,21.11,96.55,7.51,7.64,4.96,1.1,1609.0,Cedar Apple Rust
6,19.16,77.62,1.85,0.97,5.33,5.8,16648.0,Powdery Mildew
6,13.76,87.55,10.48,5.89,4.7,3.9,4664.0,Apple Scab
9,23.08,87.77,11.48,0.68,5.57,6.6,12980.0,Alternaria
6,12.87,89.65,11.07,7.25,3.71,1.6,500.0,Apple Scab
4,19.07,86.66,8.43,3.93,5.35,2.7,7079.0,Apple Scab
12,5.41,53.06,1.03,0.96,4.63,3.7,19086.0,Healthy
5,23.94,82.95,5.79,2.4,2.42,5.1,10199.0,Fire Blight
3,12.75,80.02,2.88,0.96,5.75,9.9,14654.0,Healthy
8,19.64,65.97,1.82,0.05,0.88,3.2,18946.0,Powdery Mildew
1,13.95,56.6,0.38,7.56,4.19,2.3,3188.0,Healthy
4,27.18,80.19,4.62,2.75,0.78,6.8,10953.0,Fire Blight
7,21.78,62.66,0.85,0.59,5.98,3.3,16786.0,Powdery Mildew
5,23.47,85.81,2.41,3.07,4.68,5.3,9863.0,Healthy
4,19.1,96.09,9.5,7.13,2.95,3.2,1724.0,Cedar Apple Rust
5,23.31,67.21,0.85,0.25,1.38,5.6,16385.0,Powdery Mildew
8,19.12,70.57,0.12,0.69,4.53,5.0,17316.0,Powdery Mildew
9,28.88,91.18,8.18,2.59,1.03,8.2,10654.0,Alternaria
8,26.45,91.84,10.78,1.1,0.78,5.1,14147.0,Alternaria
5,21.33,99.4,8.29,5.22,4.99,1.5,3786.0,Cedar Apple Rust
4,1.86,57.41,0.31,0.0,5.52,8.6,19076.0,Healthy
5,32.73,49.44,0.1,0.83,1.55,9.4,18490.0,Healthy
8,25.07,68.76,0.32,0.8,5.44,4.5,18198.0,Powdery Mildew
7,27.37,67.43,1.18,0.35,3.85,3.5,16983.0,Powdery Mildew
6,14.55,86.45,9.72,2.18,3.69,1.4,11668.0,Apple Scab
5,24.0,75.39,1.66,0.38,5.11,2.3,17647.0,Powdery Mildew
6,14.51,70.76,1.04,0.36,4.12,4.1,16159.0,Powdery Mildew
5,19.27,87.29,7.28,1.02,4.15,3.5,13221.0,Apple Scab
5,0.18,49.7,0.44,3.13,2.42,8.1,14148.0,Healthy
5,17.33,87.27,8.82,2.3,4.84,2.3,9499.0,Apple Scab
6,14.23,67.35,0.1,0.48,1.52,5.7,16409.0,Healthy
5,20.48,91.8,10.25,8.65,4.88,1.8,500.0,Cedar Apple Rust
6,14.65,87.4,11.23,4.98,1.91,2.3,7357.0,Apple Scab
5,14.2,89.31,11.6,2.83,5.37,3.3,10428.0,Apple Scab
7,29.08,90.21,13.22,2.81,3.34,5.6,9784.0,Alternaria
5,26.89,52.42,0.19,0.02,5.18,3.3,19132.0,Healthy
3,23.94,61.07,1.83,1.27,4.67,9.2,15513.0,Healthy
5,18.71,92.75,7.06,1.17,3.37,1.5,13856.0,Cedar Apple Rust
10,4.34,54.81,0.62,2.12,3.96,9.9,14143.0,Healthy
7,24.14,71.43,1.3,0.59,1.0,5.1,17911.0,Powdery Mildew
3,14.39,42.49,1.04,0.15,3.39,8.0,19625.0,Healthy
4,28.16,49.86,0.87,0.09,4.32,8.0,20227.0,Healthy
5,23.55,96.89,8.8,5.32,3.13,1.6,3826.0,Cedar Apple Rust
4,14.45,86.18,10.42,6.4,5.98,2.1,3287.0,Apple Scab
7,24.87,84.85,15.2,0.69,2.43,8.2,14636.0,Alternaria
7,25.83,89.92,11.21,2.55,5.12,9.0,12321.0,Alternaria
9,24.73,33.56,1.37,0.67,3.17,3.4,18655.0,Healthy
5,23.09,82.12,4.97,2.51,2.71,5.5,11402.0,Fire Blight
6,22.61,78.21,1.31,0.26,1.62,6.0,15936.0,Powdery Mildew
5,26.88,88.79,4.93,2.84,2.96,3.2,9549.0,Fire Blight
4,24.79,88.79,3.09,3.96,4.97,4.2,7567.0,Fire Blight
9,23.6,83.79,10.32,0.48,3.87,7.6,14919.0,Alternaria
6,20.37,93.12,8.29,5.23,5.88,3.5,5862.0,Cedar Apple Rust
5,15.82,87.13,10.81,3.54,4.5,3.7,7911.0,Apple Scab
8,16.8,65.43,1.44,0.69,5.56,3.1,17547.0,Powdery Mildew
7,26.23,88.35,15.27,2.46,5.47,6.0,11305.0,Alternaria
9,25.8,89.58,6.14,2.11,3.11,7.8,11929.0,Alternaria
4,14.54,86.89,7.3,5.2,1.42,1.7,6383.0,Apple Scab
4,25.25,84.05,4.73,3.54,4.84,3.8,9552.0,Fire Blight
5,15.53,83.77,5.41,3.27,4.27,2.5,9631.0,Apple Scab
8,25.51,74.56,1.24,0.24,1.03,3.8,16027.0,Powdery Mildew
4,15.56,86.08,10.04,7.79,1.58,1.2,1103.0,Apple Scab
4,24.31,79.72,6.52,1.1,4.8,6.2,14728.0,Fire Blight
4,29.0,77.97,2.89,1.84,3.81,6.2,12172.0,Fire Blight
5,23.78,89.29,3.97,3.4,4.53,3.6,9982.0,Fire Blight
8,24.41,85.67,11.38,2.96,2.11,6.4,11006.0,Alternaria
5,15.96,93.86,10.78,1.98,4.85,1.7,10849.0,Apple Scab
7,24.3,90.53,16.61,2.14,2.65,5.1,10758.0,Alternaria
6,13.27,95.41,8.96,2.91,3.6,1.2,8661.0,Apple Scab
5,15.17,84.69,5.69,5.52,3.23,2.8,6335.0,Apple Scab
4,22.18,83.16,4.27,2.85,3.39,6.5,11371.0,Fire Blight
6,19.07,62.88,0.82,0.15,3.66,2.3,19206.0,Powdery Mildew
4,20.19,87.51,4.15,0.64,5.21,6.5,14294.0,Fire Blight
1,6.44,35.98,1.01,1.48,0.62,3.6,17580.0,Healthy
6,30.74,90.07,14.05,2.69,1.1,8.1,9663.0,Alternaria
6,22.32,86.95,13.99,0.36,1.86,7.3,17275.0,Alternaria
4,13.07,86.12,8.61,2.22,2.31,3.2,11894.0,Apple Scab
5,18.77,68.48,0.62,0.2,3.92,4.2,17971.0,Powdery Mildew
6,22.83,93.33,7.25,3.17,2.13,2.7,8637.0,Cedar Apple Rust
6,13.91,85.0,7.22,2.16,2.94,2.3,12602.0,Apple Scab
5,17.73,75.4,0.55,0.77,0.51,5.4,16731.0,Powdery Mildew
6,22.88,96.01,5.11,8.87,2.73,1.7,500.0,Cedar Apple Rust
4,25.88,85.29,3.08,0.69,3.38,6.1,14368.0,Fire Blight
8,23.79,17.42,2.28,0.08,4.14,9.1,22402.0,Healthy
9,23.2,95.17,9.62,0.63,2.45,7.9,13426.0,Alternaria
2,26.04,72.87,0.54,0.93,4.43,5.3,16187.0,Healthy
5,25.2,90.51,2.24,0.64,5.49,6.4,16567.0,Fire Blight
6,19.79,92.41,10.71,3.15,1.72,3.6,8361.0,Cedar Apple Rust
6,19.77,57.69,0.58,0.74,3.81,4.2,17856.0,Powdery Mildew
9,13.29,39.92,2.17,1.78,4.62,9.3,16160.0,Healthy
5,14.98,94.85,13.62,7.14,1.51,3.2,839.0,Cedar Apple Rust
6,15.2,88.1,6.64,0.16,3.34,1.1,15409.0,Apple Scab
7,18.77,67.33,0.8,0.48,2.82,4.9,16744.0,Powdery Mildew
